,condition,review
129608,0,"""My experience with Paragard is short, and anything but sweet. I had it put in on Wednesday, I&#039;m having it removed Monday. Having it put in was painful, the cramps following insertion have been awful, and the dizziness is insane. I know this is gross, but the bleeding and the discharge that&#039;s reminiscent of passing a mucous plug during pregnancy is horrible. I have had Mirena and everything was ok with it, but I&#039;m just not going to put myself through this unnecessary pain and misery... that&#039;s my experience and my opinion."""
129737,0,"""This pill works really well. Not for everyone but those that it will work on, it works great. Take effect in about 2 to 3 weeks."""
129905,0,"""Loss of sexual appetite, tingling fingers."""
129921,1,"""Best medication for GERD on the market. It disappeared from South Africa in 2008 and I&#039;ve had to take ranitidine since then. Ranitidine is not as effective and I would prefer to take Axid again but cannot get it."""
130025,1,"""I have been taking this medicine for about two weeks. It is very effective in controlling my acid reflux. I do see in a post that someone is taking this three times per day. That is excessive and perhaps dangerous. Proton pump inhibitors have been implicated in osteoporosis, so I think once a day is sufficient."""
130209,1,"""It works very well for stomach pain and fairly well at getting rid of acid, but it must be taken apart from alot of other meds. Also can make it harder to poop. Over all I love the drug"""
130384,1,"""It really worked very well. I used to have reflux disease, I feel better now. I took Ranitidine 150 mg daily some times twice a day. """
130612,1,"""I loved this drug--until my insurance company said it was the &#039;same&#039; as another less expensive drug. I&#039;ve been miserable ever since. The acid reflux is returning, I am bloated and bowels are always a surprise. My surgeon is thinking a second surgery might be needed - if only I could afford the Protonix it could be avoided."""
130747,0,"""I had interferon with robaviron in 1993 with failure results, so when I heard about harvoni I was interested but skeptical.  The cure rates made me try it since my insurance would cover it for 12 weeks. At the end I&#039;m glad it was over because I wasn&#039;t getting any sleep and going to work was getting harder for 10 hours a day.  I took both 6 robavirin and 1 harvoni daily, and the last 4 weeks I took 4 robavirin.  It didn&#039;t matter I still couldn&#039;t sleep.  I waited 12 weeks and the cure was in, but the nurse made it clear to stay off of alcohol and watch out for being around blood.  I had this virus for 36 years so you know I&#039;m very happy with the results."""
130964,0,"""I&#039;ve only been using this for maybe 2 weeks and no joke my face has cleared up dramatically. I&#039;ve also lost some weight and my hair doesn&#039;t fall out as much. This medication was Heaven sent!!"""
131025,1,"""I started taking one pill a day in October, switched to generic, which didn&#039;t work so the doctor suggested I take 2 a day. Still nothing, so I switched back to Prilosec and continued to take twice a day. Works pretty well, except for some days when I need to use a backup of tums or Zantac."""
131057,0,"""I have been using this product for over 25 years and never had an issue! I am so upset,disgusted, and my vagina is on fire! What did you people (Monistat) do to the product? You should be ashamed of yourselves! I will never buy this again. All the ladies leaving these reviews including myself should send you our Doctor bills!"""
131068,1,"""No side effects at all. Truly the best acid-reflux menication that I have taken."""
131100,0,"""I have spinal stenosis, 4 herniated discs and nerve damage in both legs. I have found methocarbomal (also known as Robaxin) to be an important part of my pain treatment. 

Alone it doesn&#039;t control my pain but combined with MS-Contin I have found it to be a perfect mix to treat my chronic daily pain. The MS-Contin controls most of the pain and the Robaxin helps lessen the pain from muscle spasms.

I do have an odd side affect as occasionally I have some nausea after taking it. Not every time, so I would suggest taking the medication with food, it may help alleviate any nausea that you may experience."""
131975,0,"""Quite simply the most effective anti anxiety medicine available"""
132661,1,"""I have taken NEXIUM for about 10 yrs. It works so good! Though the last 6 months I have used tums also. But the insurance says it isn&#039;t for acid reflux and won&#039;t let me have any more. Having a lot of trouble finding something that works! I want my Nexium back, it hurts so bad all of the time, even just a glass of water makes me hurt."""
133070,1,"""I have done tons of research... prevacid or dexilant etc are meant to be taken for about 2 months..... many people have been on it for years!
acid reflux can be caused by TOO LITTLE ACID, maybe the medication is making it worse, I am now feeling side effects? (nausea and stomach cramping off and on for last year) or perhaps Apple cider vinegar does neutralize the reflux?
If I forgot one pill, I would have heartburn by midday. I had the regular ACV, but they said it has to be organic with mother of the apple? A LOT of people can be helped with ORGANIC APPLE CIDER VINEGAR...
after a few days, with no medication, I have NO HEARTBURN.  just one tablespoon of ACV with one tsp of honey in warm water, morning and at supper, try it! :-)"""
